ID,Price
0,20584.722902476806
1,36110.90055350513
2,22683.218168544536
3,9013.008018988116
4,30860.815461174698
5,15080.082071006304
6,20572.773086467336
7,28895.752896593956
8,43366.973966156875
9,14738.146232399311
10,18460.863269039204
11,16131.889491941534
12,34579.45198509323
13,18421.739573484032
14,37820.24610624349
15,5645.287097914486
16,25343.446064097858
17,31976.600618977067
18,15967.639081457017
19,23456.10776533624
20,10425.555520889018
21,22025.62724051833
22,16413.321642909174
23,16940.03289053616
24,30902.01085110527
25,16651.46937739076
26,24636.934672037878
27,31764.985136545132
28,23275.944792174883
29,25448.402101826436
30,18890.795261923566
31,37046.0600248039
32,13425.000376133916
33,23754.977309944792
34,19335.547527726194
35,18393.737236448855
36,23516.19136027403
37,40727.450550919515
38,45882.36018347873
39,38193.39020945007
40,14739.0081943212
41,14066.238469848064
42,25293.46201104148
43,39264.66606327712
44,51461.87306744831
45,15314.328609998476
46,21515.317960653196
47,19133.811967511192
48,17406.096692466912
49,16593.60600053583
50,14225.476055999046
51,17734.208388688385
52,17779.49706620339
53,13758.80595862467
54,25301.720806830857
55,17738.9009650321
56,8226.67278849062
57,15899.643947747954
58,18529.189479573706
59,19917.472907945037
60,5931.908397726267
61,17335.61592462676
62,20273.733025813206
63,18097.15922794251
64,6660.224233177554
65,16822.3551303977
66,17050.339795921605
67,10364.399511773869
68,18034.49872787095
69,13923.347945315234
70,16875.92971270517
71,33085.80942742761
72,27533.55669360256
73,51527.11458510946
74,13620.647252995497
75,7711.580631226114
76,7663.607571642657
77,11283.32837841949
78,9420.804845901584
79,13956.82221409113
80,32254.91748603144
81,12634.320398164427
82,20254.442714109675
83,14646.461736507743
84,13788.197495505015
85,13117.225996951525
86,34190.39533661497
87,12958.703326549157
88,8191.945199596832
89,33856.52335925525
90,33098.03018817081
91,28883.817443220003
92,11037.665034115986
93,28980.774008235567
94,20157.29099140368
95,21219.407824174916
96,12785.390683719754
97,9255.821228093657
98,28088.873288643208
99,24002.219833066207
100,21802.964081598384
101,6131.802960560741
102,32924.642066302826
103,19931.050356681284
104,20394.057455739894
105,33305.836527337146
106,23140.34000880605
107,32401.493652904275
108,51587.542549170146
109,20172.640346265434
110,13140.061003933182
111,6967.180221505309
112,19847.939464974013
113,9394.463188121666
114,13255.336393088803
115,10064.34491647039
116,16457.361314265512
117,9648.825809866781
118,6040.190830056751
119,14748.730664950284
120,8478.351401649481
121,36572.43143694412
122,11560.74291420471
123,16590.30599899383
124,8522.383907064033
125,15454.331747517046
126,27995.60577209279
127,14302.654370989156
128,27598.274291231468
129,16561.68105602983
130,20659.15325395353
131,22111.221754131067
132,29185.91896952164
133,12806.948137718624
134,13530.763977951883
135,35756.64120822473
136,14940.075499060695
137,29717.05003197589
138,10758.922992302487
139,32683.560076572772
140,16692.358832013946
141,56415.31122163733
142,34043.492114314555
143,46330.8376595347
144,11630.95283940647
145,31074.34558111791
146,26796.91176826237
147,13143.785181401074
148,33251.66932159081
149,24346.90549545586
150,21080.849189754306
151,19075.58102915265
152,17184.440432870568
153,9860.3553026569
154,18014.916222413587
155,33190.04583908822
156,31901.004246275254
157,42606.91920527586
158,9854.458477903134
159,20199.37719925011
160,14133.264103505344
161,15773.93604841793
162,16392.37566609103
163,9676.334463057075
164,16645.49635522607
165,18707.149509094274
166,14642.1825675398
167,19446.36294535582
168,27376.13957634681
169,15093.591884147783
170,33257.550505345906
171,19632.900294554092
172,12233.704106769177
173,30421.23373105748
174,7546.4011696443185
175,21250.436754563678
176,22280.912498208083
177,21107.843018413427
178,11601.495736503275
179,34862.75260028282
180,5711.403108024034
181,15807.441522937988
182,14059.501195143375
183,15414.298075705286
184,16769.992793311558
185,17605.16282918685
186,16725.990149655147
187,23780.2313678852
188,10881.144368810992
189,18440.87195760542
190,33708.55146020379
191,12222.780970626536
192,12548.48643921093
193,14487.380307691534
194,34026.94769142822
195,10857.359673039018
196,17749.27839289152
197,12742.01768343502
198,12651.072856203602
199,20114.404115579775
200,11892.125193396534
201,20313.83653675563
202,16462.623470274266
203,23204.662100715133
204,26409.958111293778
205,14804.192179121033
206,22230.973264187774
207,15247.126491212413
208,13591.282437934613
209,12476.444662091331
210,13666.88804969279
211,19640.00835774318
212,39824.04695127201
213,41239.53224049111
214,13936.348552941197
215,18015.724819290714
216,10664.41102925147
217,24333.114500637774
218,16688.607765617275
219,43749.450767158625
220,25124.597539461538
221,20168.844648050745
222,12437.693618470192
223,19601.845037884505
224,9016.75548534823
225,12197.334306454355
226,22435.703154776882
227,11294.919767774603
228,47756.720219037714
229,29794.01730031608
230,7360.992904698968
231,13943.609596596041
232,16222.590524952677
233,17942.554838548745
234,20102.73870579065
235,24136.512232265133
236,16685.091239805446
237,22798.31156302605
238,31133.029430100978
239,24054.660743878307
240,20186.62734228161
241,25548.579210218322
242,36045.86234764024
243,12566.110983368866
244,15896.824142090692
245,13801.55698092579
246,20298.042530137387
247,26870.35219122157
248,12859.728589783748
249,31076.32675760157
250,20168.316668671367
251,10094.753734392752
252,8825.517250805698
253,16113.631593126058
254,16250.73479082007
255,14896.351066844674
256,16429.014886052606
257,12775.329014435558
258,62334.322616697005
259,21167.165882709407
260,22080.701095915465
261,44800.96443906927
262,46548.567473384624
263,9479.245286435264
264,18055.27929631409
265,12447.245296458768
266,19288.484454905636
267,15646.580351290344
268,27030.246292793545
269,13898.820089373736
270,34046.36445667204
271,24769.7803101061
272,15541.922019683416
273,23948.431009575103
274,21485.89435847572
275,20195.940904497947
276,20378.013113700814
277,16080.432335658135
278,19675.073049116414
279,43899.32620377466
280,14667.427105255085
281,38036.69836248519
282,17097.042696607237
283,52518.75544160801
284,10252.387317403043
285,20261.178675418247
286,21213.21586488386
287,34490.93865689617
288,43143.53998211255
289,15588.377831614796
290,34047.828187274834
291,13424.341782423273
292,23499.095890431458
293,38222.49038991696
294,23021.556982869508
295,27455.995259534506
296,25968.261550492854
297,13131.76122625839
298,27007.07575346423
299,12860.578480857588
300,14892.32235393514
301,20522.459597914298
302,9357.93966614397
303,13159.97157884162
304,16758.664013753085
305,27555.645525369535
306,17921.202270466594
307,36291.00722790831
308,40912.93421335844
309,6731.055137921868
310,25120.286254374336
311,15435.721559117612
312,22988.497089437766
313,15414.873875502528
314,17593.775041905847
315,19824.98182276351
316,13602.214469552595
317,15701.646553687522
318,14701.546473999844
319,25068.6188528601
320,8099.110815409469
321,25279.58654750435
322,18718.010080940516
323,16300.902250162997
324,17054.457594306623
325,8439.79178111241
326,26906.79166967131
327,12803.090141796778
328,46606.958934300266
329,13463.734127663067
330,27683.121327256154
331,14952.998644629595
332,14443.449012343423
333,13751.519105282026
334,11247.573016552607
335,28826.67850454966
336,16306.326058549846
337,9823.795861958997
338,5895.05591440264
339,9718.26967527057
340,20841.26661762134
341,17168.94537147464
342,18801.4560341244
343,31714.99470315117
344,14896.832007887397
345,16274.239603283566
346,28798.14248531156
347,22621.804202699816
348,29255.90098531777
349,13425.826492066659
350,31877.298313833602
