ID,Price
0,21242.627269596116
1,28921.32041599319
2,20951.92351804907
3,14864.987456018522
4,23625.836640020003
5,20283.541787036316
6,19315.31012775125
7,29108.973574185846
8,32884.219844449755
9,20232.08745039593
10,21664.413923921114
11,19638.446815576786
12,23135.776200243672
13,22224.798259615578
14,20105.117673845092
15,14864.987456018522
16,23165.33111491022
17,27181.474967489667
18,19621.149504913494
19,19872.28077814058
20,18267.63018813362
21,19153.940061492754
22,20764.398290028752
23,20884.491144243315
24,22297.9783545232
25,18450.196510918286
26,24322.307419203757
27,24322.307419203757
28,24472.14937060198
29,20921.5827456477
30,20264.599289255053
31,27347.206716186676
32,20234.50529637278
33,20364.24251625071
34,20905.53291488661
35,20264.599289255053
36,19945.447766459212
37,31702.68049171628
38,33825.52532721198
39,30657.01426322563
40,20176.249927302328
41,22212.2294644947
42,22368.379819261434
43,29829.52105590237
44,36187.00067181368
45,19895.942376407012
46,17594.328451421377
47,15559.382053126954
48,21060.420589288544
49,23844.84654139194
50,20208.97424413951
51,20905.53291488661
52,17098.092432674563
53,19797.854356202224
54,24216.646518134923
55,16097.884367810631
56,14864.987456018522
57,17098.092432674563
58,17769.113278471115
59,22992.27220941792
60,14864.987456018522
61,19808.33757040899
62,22031.079374600133
63,17098.092432674563
64,14864.987456018522
65,20750.61226449856
66,19690.721656071535
67,17457.38953832455
68,19797.854356202224
69,19392.953548328223
70,21523.891647434062
71,26921.6894744867
72,22031.079374600133
73,31802.248324487264
74,19743.351266234
75,17098.092432674563
76,14864.987456018522
77,18450.196510918286
78,17098.092432674563
79,16952.911239758017
80,24691.94386181379
81,16875.498593165776
82,26019.025126978868
83,18712.843040090484
84,19802.745073891885
85,18979.74202001355
86,27345.95562852207
87,19025.809096854213
88,16875.498593165776
89,20321.61465959979
90,25535.477357398184
91,28483.393006817754
92,18450.196510918286
93,23441.9471593511
94,18450.196510918286
95,21031.99567023729
96,20670.659140211123
97,16875.498593165776
98,20777.189357596537
99,17769.113278471115
100,19591.016400302633
101,14864.987456018522
102,20545.863667093
103,19945.447766459212
104,15626.08361021098
105,24641.35315864456
106,21523.891647434062
107,26688.179821456935
108,31707.901483848673
109,19690.721656071535
110,18539.38008297837
111,14864.987456018522
112,20264.599289255053
113,18946.4325296651
114,19301.146370915485
115,18683.89560043936
116,21242.627269596116
117,19637.40700346509
118,16875.498593165776
119,14864.987456018522
120,15087.581295527305
121,29804.404281094223
